data,ticker,setor,preco_fechamento,volume,retorno_acumulado
2024-08-19,BBDC4,Bancário,17.72,6064066,19.71
2024-08-20,BBDC4,Bancário,17.58,1913554,18.77
2024-08-21,BBDC4,Bancário,17.64,4593294,19.16
2024-08-22,BBDC4,Bancário,17.42,5934265,17.71
2024-08-23,BBDC4,Bancário,17.46,1343389,17.95
2024-08-26,BBDC4,Bancário,17.35,3835559,17.26
2024-08-27,BBDC4,Bancário,17.01,2540598,14.96
2024-08-28,BBDC4,Bancário,17.08,3138447,15.41
2024-08-29,BBDC4,Bancário,17.34,3889683,17.13
2024-08-30,BBDC4,Bancário,16.97,2562222,14.66
2024-09-02,BBDC4,Bancário,16.82,2331788,13.68
2024-09-03,BBDC4,Bancário,16.76,3325319,13.23
2024-09-04,BBDC4,Bancário,16.53,1898124,11.69
2024-09-05,BBDC4,Bancário,16.98,1899473,14.7
2024-09-06,BBDC4,Bancário,16.9,4591359,14.18
2024-09-09,BBDC4,Bancário,17.25,1840601,16.54
2024-09-10,BBDC4,Bancário,16.82,4561473,13.66
2024-09-11,BBDC4,Bancário,16.87,4119719,14.02
2024-09-12,BBDC4,Bancário,16.41,1379313,10.86
2024-09-13,BBDC4,Bancário,16.51,2329624,11.53
2024-09-16,BBDC4,Bancário,16.56,5939020,11.89
2024-09-17,BBDC4,Bancário,17.04,2001519,15.12
2024-09-18,BBDC4,Bancário,16.78,2591630,13.35
2024-09-19,BBDC4,Bancário,16.0,4118627,8.14
2024-09-20,BBDC4,Bancário,15.94,4836467,7.73
2024-09-23,BBDC4,Bancário,16.19,2882678,9.41
2024-09-24,BBDC4,Bancário,16.46,2424764,11.21
2024-09-25,BBDC4,Bancário,16.65,6657036,12.51
2024-09-26,BBDC4,Bancário,16.57,7798561,11.96
2024-09-27,BBDC4,Bancário,16.61,5333024,12.22
2024-09-30,BBDC4,Bancário,16.4,3411487,10.79
2024-10-01,BBDC4,Bancário,16.59,2182250,12.09
2024-10-02,BBDC4,Bancário,16.6,2158184,12.19
2024-10-03,BBDC4,Bancário,16.92,4245019,14.33
2024-10-04,BBDC4,Bancário,17.69,4029686,19.54
2024-10-07,BBDC4,Bancário,17.64,6588256,19.16
2024-10-08,BBDC4,Bancário,17.57,4525438,18.69
2024-10-09,BBDC4,Bancário,17.66,1541798,19.33
2024-10-10,BBDC4,Bancário,17.36,5531523,17.28
2024-10-11,BBDC4,Bancário,17.34,1984682,17.19
2024-10-14,BBDC4,Bancário,17.04,2697981,15.12
2024-10-15,BBDC4,Bancário,16.77,3704652,13.32
2024-10-16,BBDC4,Bancário,16.9,8866881,14.21
2024-10-17,BBDC4,Bancário,16.78,15478449,13.35
2024-10-18,BBDC4,Bancário,17.17,4427570,15.99
2024-10-21,BBDC4,Bancário,17.76,2982885,20.03
2024-10-22,BBDC4,Bancário,17.87,4270548,20.72
2024-10-23,BBDC4,Bancário,17.97,5095292,21.41
2024-10-24,BBDC4,Bancário,18.18,2784743,22.84
2024-10-25,BBDC4,Bancário,18.54,8021256,25.26
2024-10-28,BBDC4,Bancário,18.25,3667553,23.33
2024-10-29,BBDC4,Bancário,18.2,4192767,22.99
2024-10-30,BBDC4,Bancário,18.01,4560588,21.67
2024-10-31,BBDC4,Bancário,17.61,4036115,18.98
2024-11-01,BBDC4,Bancário,17.32,4972683,17.06
2024-11-04,BBDC4,Bancário,17.22,2400946,16.37
2024-11-05,BBDC4,Bancário,17.83,2472768,20.49
2024-11-06,BBDC4,Bancário,17.62,1885913,19.08
2024-11-07,BBDC4,Bancário,17.8,4072430,20.27
2024-11-08,BBDC4,Bancário,17.8,4825709,20.24
2024-11-11,BBDC4,Bancário,17.7,4109806,19.58
2024-11-12,BBDC4,Bancário,17.99,7551420,21.58
2024-11-13,BBDC4,Bancário,17.99,3259883,21.55
2024-11-14,BBDC4,Bancário,17.91,4567017,20.99
2024-11-15,BBDC4,Bancário,17.65,1893901,19.23
2024-11-18,BBDC4,Bancário,17.1,2693764,15.55
2024-11-19,BBDC4,Bancário,16.97,4628617,14.66
2024-11-20,BBDC4,Bancário,17.4,4998013,17.57
2024-11-21,BBDC4,Bancário,17.68,2822169,19.44
2024-11-22,BBDC4,Bancário,17.86,3154057,20.66
2024-11-25,BBDC4,Bancário,18.57,1530435,25.46
2024-11-26,BBDC4,Bancário,18.71,2734571,26.44
2024-11-27,BBDC4,Bancário,18.45,5102246,24.66
2024-11-28,BBDC4,Bancário,18.32,4358343,23.77
2024-11-29,BBDC4,Bancário,18.14,4198898,22.53
2024-12-02,BBDC4,Bancário,18.46,3351393,24.76
2024-12-03,BBDC4,Bancário,18.7,3280582,26.35
2024-12-04,BBDC4,Bancário,18.66,2349796,26.05
2024-12-05,BBDC4,Bancário,18.62,4636239,25.83
2024-12-06,BBDC4,Bancário,18.78,4034877,26.91
2024-12-09,BBDC4,Bancário,18.77,4180784,26.85
2024-12-10,BBDC4,Bancário,18.32,2512986,23.75
2024-12-11,BBDC4,Bancário,17.61,1113844,18.98
2024-12-12,BBDC4,Bancário,17.37,5657973,17.37
2024-12-13,BBDC4,Bancário,17.32,2572995,17.05
2024-12-16,BBDC4,Bancário,17.26,2123576,16.63
2024-12-17,BBDC4,Bancário,17.04,4623855,15.16
2024-12-18,BBDC4,Bancário,17.07,2687155,15.37
2024-12-19,BBDC4,Bancário,17.81,5553662,20.34
2024-12-20,BBDC4,Bancário,18.08,4450393,22.17
2024-12-23,BBDC4,Bancário,17.94,4601001,21.19
2024-12-24,BBDC4,Bancário,18.05,1651215,21.95
2024-12-25,BBDC4,Bancário,17.94,5992216,21.24
2024-12-26,BBDC4,Bancário,18.14,3725178,22.56
2024-12-27,BBDC4,Bancário,18.2,2717876,23.0
2024-12-30,BBDC4,Bancário,18.54,3511992,25.26
2024-12-31,BBDC4,Bancário,18.1,1344970,22.27
2024-01-02,BBAS3,Bancário,55.1,4285311,0.0
2024-01-03,BBAS3,Bancário,56.1,6721745,1.81
2024-01-04,BBAS3,Bancário,55.3,4838250,0.36
2024-01-05,BBAS3,Bancário,57.14,3818222,3.7
2024-01-08,BBAS3,Bancário,56.39,8304536,2.34
2024-01-09,BBAS3,Bancário,55.8,5694234,1.26
2024-01-10,BBAS3,Bancário,56.56,3121426,2.65
2024-01-11,BBAS3,Bancário,56.47,1778782,2.48
2024-01-12,BBAS3,Bancário,57.06,1994860,3.55
2024-01-15,BBAS3,Bancário,58.93,5212740,6.94
2024-01-16,BBAS3,Bancário,58.21,2385319,5.64
2024-01-17,BBAS3,Bancário,57.68,1974789,4.68
2024-01-18,BBAS3,Bancário,57.75,2237696,4.81
2024-01-19,BBAS3,Bancário,57.25,2318214,3.9
2024-01-22,BBAS3,Bancário,56.29,5001877,2.16
2024-01-23,BBAS3,Bancário,57.2,3022603,3.81
2024-01-24,BBAS3,Bancário,57.68,1645924,4.68
2024-01-25,BBAS3,Bancário,56.96,3320156,3.37
2024-01-26,BBAS3,Bancário,56.98,3653269,3.41
2024-01-29,BBAS3,Bancário,57.55,2572352,4.45
2024-01-30,BBAS3,Bancário,57.99,5826590,5.25
2024-01-31,BBAS3,Bancário,57.71,2648570,4.74
2024-02-01,BBAS3,Bancário,57.39,5689704,4.16
2024-02-02,BBAS3,Bancário,56.3,4405619,2.19
2024-02-05,BBAS3,Bancário,54.78,5195496,-0.58
2024-02-06,BBAS3,Bancário,53.88,1887426,-2.22
2024-02-07,BBAS3,Bancário,53.44,3433721,-3.02
2024-02-08,BBAS3,Bancário,54.87,3183799,-0.42
2024-02-09,BBAS3,Bancário,54.16,1605581,-1.7
2024-02-12,BBAS3,Bancário,53.6,5680389,-2.72
2024-02-13,BBAS3,Bancário,54.69,2172305,-0.75
2024-02-14,BBAS3,Bancário,54.82,2410189,-0.51
2024-02-15,BBAS3,Bancário,53.6,1969602,-2.72
2024-02-16,BBAS3,Bancário,52.53,4641708,-4.67
2024-02-19,BBAS3,Bancário,52.5,1524283,-4.72
2024-02-20,BBAS3,Bancário,50.7,4452326,-7.99
2024-02-21,BBAS3,Bancário,50.77,5511001,-7.86
2024-02-22,BBAS3,Bancário,50.6,4276259,-8.16
2024-02-23,BBAS3,Bancário,49.14,4668340,-10.82
2024-02-26,BBAS3,Bancário,49.36,4779149,-10.42
2024-02-27,BBAS3,Bancário,50.04,2033538,-9.18
2024-02-28,BBAS3,Bancário,50.13,6698321,-9.02
2024-02-29,BBAS3,Bancário,50.28,2597245,-8.75
2024-03-01,BBAS3,Bancário,50.35,3162287,-8.62
2024-03-04,BBAS3,Bancário,49.16,2768126,-10.78
2024-03-05,BBAS3,Bancário,49.96,4179787,-9.33
2024-03-06,BBAS3,Bancário,50.71,2497951,-7.97
2024-03-07,BBAS3,Bancário,52.15,3380241,-5.35
2024-03-08,BBAS3,Bancário,53.15,1762648,-3.53
2024-03-11,BBAS3,Bancário,51.2,5852225,-7.08
2024-03-12,BBAS3,Bancário,52.1,4571584,-5.44
2024-03-13,BBAS3,Bancário,52.48,2824579,-4.75
2024-03-14,BBAS3,Bancário,51.09,2585489,-7.28
2024-03-15,BBAS3,Bancário,51.29,4512284,-6.91
2024-03-18,BBAS3,Bancário,52.05,2295252,-5.53
2024-03-19,BBAS3,Bancário,53.84,3480486,-2.29
2024-03-20,BBAS3,Bancário,54.05,5842675,-1.9
2024-03-21,BBAS3,Bancário,53.31,2178988,-3.25
2024-03-22,BBAS3,Bancário,54.86,3930591,-0.44
2024-03-25,BBAS3,Bancário,55.46,3828036,0.66
2024-03-26,BBAS3,Bancário,55.09,3113728,-0.02
2024-03-27,BBAS3,Bancário,54.82,2541093,-0.52
2024-03-28,BBAS3,Bancário,53.08,6000771,-3.66
2024-03-29,BBAS3,Bancário,52.49,2424693,-4.74
2024-04-01,BBAS3,Bancário,53.33,1321106,-3.21
2024-04-02,BBAS3,Bancário,53.77,4503055,-2.41
2024-04-03,BBAS3,Bancário,54.14,1792906,-1.75
2024-04-04,BBAS3,Bancário,54.04,4620163,-1.92
2024-04-05,BBAS3,Bancário,54.19,6372176,-1.66
2024-04-08,BBAS3,Bancário,54.18,4478841,-1.67
2024-04-09,BBAS3,Bancário,54.58,5585618,-0.93
2024-04-10,BBAS3,Bancário,54.18,8975637,-1.68
2024-04-11,BBAS3,Bancário,53.89,5300863,-2.19
2024-04-12,BBAS3,Bancário,56.07,3856562,1.76
2024-04-15,BBAS3,Bancário,54.4,7399878,-1.26
2024-04-16,BBAS3,Bancário,54.9,7860712,-0.36
2024-04-17,BBAS3,Bancário,54.96,7915915,-0.26
2024-04-18,BBAS3,Bancário,56.12,2555933,1.86
2024-04-19,BBAS3,Bancário,57.29,1661100,3.98
2024-04-22,BBAS3,Bancário,56.97,2479094,3.4
2024-04-23,BBAS3,Bancário,56.15,4647410,1.91
2024-04-24,BBAS3,Bancário,56.7,3539795,2.91
2024-04-25,BBAS3,Bancário,58.02,2948359,5.3
2024-04-26,BBAS3,Bancário,57.25,4326375,3.9
2024-04-29,BBAS3,Bancário,56.2,1566880,1.99
2024-04-30,BBAS3,Bancário,57.4,3508098,4.17
2024-05-01,BBAS3,Bancário,57.71,5718567,4.74
2024-05-02,BBAS3,Bancário,59.32,4302289,7.65
2024-05-03,BBAS3,Bancário,59.96,4619998,8.81
2024-05-06,BBAS3,Bancário,60.68,7265781,10.12
2024-05-07,BBAS3,Bancário,61.21,3162673,11.09
2024-05-08,BBAS3,Bancário,60.61,2358306,10.01
2024-05-09,BBAS3,Bancário,60.48,5925392,9.77
2024-05-10,BBAS3,Bancário,61.62,5871145,11.83
2024-05-13,BBAS3,Bancário,62.08,4321641,12.67
2024-05-14,BBAS3,Bancário,61.46,3017123,11.55
2024-05-15,BBAS3,Bancário,63.24,3271273,14.78
2024-05-16,BBAS3,Bancário,63.31,1726511,14.91
2024-05-17,BBAS3,Bancário,62.85,5702830,14.06
2024-05-20,BBAS3,Bancário,62.93,5603072,14.22
2024-05-21,BBAS3,Bancário,62.88,1696637,14.12
2024-05-22,BBAS3,Bancário,61.2,5044535,11.08
2024-05-23,BBAS3,Bancário,61.34,4000983,11.33
2024-05-24,BBAS3,Bancário,61.68,1961093,11.95
2024-05-27,BBAS3,Bancário,61.44,1788700,11.51
2024-05-28,BBAS3,Bancário,62.74,3940218,13.86
2024-05-29,BBAS3,Bancário,64.5,2679519,17.06
2024-05-30,BBAS3,Bancário,66.7,8121085,21.06
2024-05-31,BBAS3,Bancário,66.24,5263460,20.22
2024-06-03,BBAS3,Bancário,67.08,4142651,21.74
2024-06-04,BBAS3,Bancário,65.03,4246219,18.02
2024-06-05,BBAS3,Bancário,63.62,6359330,15.45
2024-06-06,BBAS3,Bancário,61.91,4991560,12.36
2024-06-07,BBAS3,Bancário,63.89,4197011,15.95
2024-06-10,BBAS3,Bancário,64.03,2002424,16.21
2024-06-11,BBAS3,Bancário,63.86,15111603,15.9
2024-06-12,BBAS3,Bancário,62.33,1883059,13.12
2024-06-13,BBAS3,Bancário,61.13,2796078,10.95
2024-06-14,BBAS3,Bancário,61.87,1429214,12.28
2024-06-17,BBAS3,Bancário,63.09,4279723,14.5
2024-06-18,BBAS3,Bancário,63.62,3525578,15.47
2024-06-19,BBAS3,Bancário,63.4,4792861,15.07
2024-06-20,BBAS3,Bancário,63.96,1370199,16.09
2024-06-21,BBAS3,Bancário,64.82,5702714,17.65
2024-06-24,BBAS3,Bancário,64.32,2183156,16.73
2024-06-25,BBAS3,Bancário,65.05,3034318,18.06
2024-06-26,BBAS3,Bancário,64.09,5208412,16.32
2024-06-27,BBAS3,Bancário,64.34,3725208,16.78
2024-06-28,BBAS3,Bancário,63.54,3859203,15.32
2024-07-01,BBAS3,Bancário,63.46,4874798,15.17
2024-07-02,BBAS3,Bancário,62.78,4050679,13.94
2024-07-03,BBAS3,Bancário,62.29,2756427,13.04
2024-07-04,BBAS3,Bancário,62.05,3007938,12.62
2024-07-05,BBAS3,Bancário,61.52,3634344,11.65
2024-07-08,BBAS3,Bancário,60.11,2089054,9.1
2024-07-09,BBAS3,Bancário,61.14,5378953,10.96
2024-07-10,BBAS3,Bancário,59.36,3776570,7.73
2024-07-11,BBAS3,Bancário,57.48,3393553,4.31
2024-07-12,BBAS3,Bancário,58.43,5934232,6.04
2024-07-15,BBAS3,Bancário,58.72,3078469,6.57
2024-07-16,BBAS3,Bancário,58.53,2984042,6.23
2024-07-17,BBAS3,Bancário,58.75,2565555,6.63
2024-07-18,BBAS3,Bancário,58.8,3880728,6.71
2024-07-19,BBAS3,Bancário,58.02,3814137,5.3
2024-07-22,BBAS3,Bancário,57.12,2342801,3.66
2024-07-23,BBAS3,Bancário,58.19,2991103,5.61
2024-07-24,BBAS3,Bancário,57.62,2350641,4.57
2024-07-25,BBAS3,Bancário,57.87,2298036,5.02
2024-07-26,BBAS3,Bancário,56.47,1376495,2.49
2024-07-29,BBAS3,Bancário,55.58,2912565,0.87
2024-07-30,BBAS3,Bancário,55.8,1395681,1.26
2024-07-31,BBAS3,Bancário,56.39,2593690,2.33
2024-08-01,BBAS3,Bancário,56.79,2406424,3.07
2024-08-02,BBAS3,Bancário,57.14,5531377,3.69
2024-08-05,BBAS3,Bancário,57.5,1968008,4.36
2024-08-06,BBAS3,Bancário,56.89,2234229,3.24
2024-08-07,BBAS3,Bancário,59.27,2701284,7.57
2024-08-08,BBAS3,Bancário,58.68,2445910,6.5
2024-08-09,BBAS3,Bancário,58.41,6482568,6.02
2024-08-12,BBAS3,Bancário,58.02,1850037,5.31
2024-08-13,BBAS3,Bancário,58.02,2704148,5.31
2024-08-14,BBAS3,Bancário,57.66,3859439,4.65
2024-08-15,BBAS3,Bancário,58.98,5078830,7.04
2024-08-16,BBAS3,Bancário,58.71,2703017,6.55
2024-08-19,BBAS3,Bancário,60.81,1252873,10.36
2024-08-20,BBAS3,Bancário,60.88,3032651,10.49
2024-08-21,BBAS3,Bancário,61.8,6426973,12.16
2024-08-22,BBAS3,Bancário,62.26,3764379,13.0
2024-08-23,BBAS3,Bancário,61.95,3679211,12.44
2024-08-26,BBAS3,Bancário,61.7,1921258,11.98
2024-08-27,BBAS3,Bancário,59.96,1825134,8.81
2024-08-28,BBAS3,Bancário,58.39,3298640,5.97
2024-08-29,BBAS3,Bancário,58.93,1602075,6.96
2024-08-30,BBAS3,Bancário,59.08,4831565,7.22
2024-09-02,BBAS3,Bancário,58.81,2140771,6.73
2024-09-03,BBAS3,Bancário,58.72,3228962,6.56
2024-09-04,BBAS3,Bancário,58.22,1273292,5.66
2024-09-05,BBAS3,Bancário,59.17,2684752,7.4
2024-09-06,BBAS3,Bancário,59.49,1806803,7.97
2024-09-09,BBAS3,Bancário,59.26,1023789,7.55
2024-09-10,BBAS3,Bancário,60.9,4286242,10.53
2024-09-11,BBAS3,Bancário,61.67,7426607,11.93
2024-09-12,BBAS3,Bancário,59.15,5750151,7.34
2024-09-13,BBAS3,Bancário,60.42,4596682,9.65
2024-09-16,BBAS3,Bancário,61.3,2657614,11.24
2024-09-17,BBAS3,Bancário,61.78,4891184,12.13
2024-09-18,BBAS3,Bancário,61.0,6028004,10.7
2024-09-19,BBAS3,Bancário,61.93,3500480,12.4
2024-09-20,BBAS3,Bancário,61.32,1808159,11.29
2024-09-23,BBAS3,Bancário,61.02,2546697,10.75
2024-09-24,BBAS3,Bancário,62.82,7658664,14.0
2024-09-25,BBAS3,Bancário,63.63,3149102,15.48
2024-09-26,BBAS3,Bancário,63.01,620091,14.35
2024-09-27,BBAS3,Bancário,62.07,1568355,12.65
2024-09-30,BBAS3,Bancário,61.56,2643926,11.72
2024-10-01,BBAS3,Bancário,62.25,5487111,12.97
2024-10-02,BBAS3,Bancário,61.12,2851736,10.92
2024-10-03,BBAS3,Bancário,60.87,5538397,10.48
2024-10-04,BBAS3,Bancário,59.88,2512826,8.68
2024-10-07,BBAS3,Bancário,59.22,1224268,7.48
2024-10-08,BBAS3,Bancário,59.65,2556678,8.25
2024-10-09,BBAS3,Bancário,57.78,3884374,4.86
2024-10-10,BBAS3,Bancário,58.65,3726481,6.45
2024-10-11,BBAS3,Bancário,59.26,1745315,7.56
2024-10-14,BBAS3,Bancário,57.95,2742558,5.18
2024-10-15,BBAS3,Bancário,59.22,12513731,7.48
2024-10-16,BBAS3,Bancário,60.41,1764478,9.63
2024-10-17,BBAS3,Bancário,59.83,4548743,8.59
2024-10-18,BBAS3,Bancário,60.92,1145855,10.57
2024-10-21,BBAS3,Bancário,64.29,5034858,16.69
2024-10-22,BBAS3,Bancário,64.84,2092431,17.68
2024-10-23,BBAS3,Bancário,65.95,3996957,19.69
2024-10-24,BBAS3,Bancário,66.94,1713823,21.5
2024-10-25,BBAS3,Bancário,65.46,3780725,18.8
2024-10-28,BBAS3,Bancário,65.18,2075421,18.3
2024-10-29,BBAS3,Bancário,65.51,2286369,18.88
2024-10-30,BBAS3,Bancário,66.47,4077493,20.64
2024-10-31,BBAS3,Bancário,66.74,2636089,21.12
2024-11-01,BBAS3,Bancário,66.25,3953811,20.23
2024-11-04,BBAS3,Bancário,66.3,2971505,20.33
2024-11-05,BBAS3,Bancário,68.8,3381218,24.87
2024-11-06,BBAS3,Bancário,67.53,4083819,22.56
2024-11-07,BBAS3,Bancário,67.38,2744174,22.28
2024-11-08,BBAS3,Bancário,66.2,1986679,20.15
2024-11-11,BBAS3,Bancário,66.9,2505111,21.41
2024-11-12,BBAS3,Bancário,68.14,5942078,23.67
2024-11-13,BBAS3,Bancário,68.32,3464526,23.99
2024-11-14,BBAS3,Bancário,67.92,2142643,23.27
2024-11-15,BBAS3,Bancário,67.03,3995903,21.65
2024-11-18,BBAS3,Bancário,67.35,4131527,22.24
2024-11-19,BBAS3,Bancário,66.36,4239685,20.43
2024-11-20,BBAS3,Bancário,66.3,2004853,20.33
2024-11-21,BBAS3,Bancário,67.71,2324009,22.89
2024-11-22,BBAS3,Bancário,66.37,2330481,20.45
2024-11-25,BBAS3,Bancário,67.1,2729628,21.79
2024-11-26,BBAS3,Bancário,66.39,4279982,20.49
2024-11-27,BBAS3,Bancário,63.88,3790818,15.93
2024-11-28,BBAS3,Bancário,63.91,3943615,15.98
2024-11-29,BBAS3,Bancário,63.05,6433373,14.42
2024-12-02,BBAS3,Bancário,65.25,4613260,18.42
2024-12-03,BBAS3,Bancário,64.6,3045267,17.24
2024-12-04,BBAS3,Bancário,65.82,1808588,19.46
2024-12-05,BBAS3,Bancário,67.14,2286942,21.85
2024-12-06,BBAS3,Bancário,67.57,2868063,22.63
2024-12-09,BBAS3,Bancário,68.96,4948350,25.15
2024-12-10,BBAS3,Bancário,69.11,3224646,25.42
2024-12-11,BBAS3,Bancário,70.4,2354648,27.77
2024-12-12,BBAS3,Bancário,71.49,2266060,29.74
2024-12-13,BBAS3,Bancário,73.18,3157246,32.81
2024-12-16,BBAS3,Bancário,74.35,5101237,34.93
2024-12-17,BBAS3,Bancário,74.24,7242736,34.74
2024-12-18,BBAS3,Bancário,73.76,2949409,33.86
2024-12-19,BBAS3,Bancário,75.36,3196696,36.77
2024-12-20,BBAS3,Bancário,77.36,1781612,40.4
2024-12-23,BBAS3,Bancário,78.06,8620005,41.67
2024-12-24,BBAS3,Bancário,77.02,1622532,39.79
2024-12-25,BBAS3,Bancário,78.62,5872735,42.69
2024-12-26,BBAS3,Bancário,78.38,2723237,42.26
2024-12-27,BBAS3,Bancário,78.68,2422514,42.79
2024-12-30,BBAS3,Bancário,79.75,1876648,44.74
2024-12-31,BBAS3,Bancário,79.43,10908188,44.15
2024-01-02,ABEV3,Consumo,12.4,1944913,0.0
2024-01-03,ABEV3,Consumo,12.44,1446072,0.36
2024-01-04,ABEV3,Consumo,13.01,1760813,4.94
2024-01-05,ABEV3,Consumo,12.95,3452828,4.44
2024-01-08,ABEV3,Consumo,13.14,6352254,5.95
2024-01-09,ABEV3,Consumo,13.07,3823176,5.42
2024-01-10,ABEV3,Consumo,13.32,2413885,7.41
2024-01-11,ABEV3,Consumo,13.42,4105968,8.2
2024-01-12,ABEV3,Consumo,13.3,2598525,7.26
2024-01-15,ABEV3,Consumo,13.3,2309865,7.26
2024-01-16,ABEV3,Consumo,13.28,1835483,7.11
2024-01-17,ABEV3,Consumo,13.03,1361483,5.06
2024-01-18,ABEV3,Consumo,13.16,2689963,6.1
2024-01-19,ABEV3,Consumo,12.85,3537839,3.63
2024-01-22,ABEV3,Consumo,12.49,3114839,0.72
2024-01-23,ABEV3,Consumo,12.37,2655162,-0.28
2024-01-24,ABEV3,Consumo,12.39,2037281,-0.08
2024-01-25,ABEV3,Consumo,12.37,4430943,-0.28
2024-01-26,ABEV3,Consumo,12.3,1692020,-0.84
2024-01-29,ABEV3,Consumo,12.04,4818696,-2.94
2024-01-30,ABEV3,Consumo,12.3,1980562,-0.77
2024-01-31,ABEV3,Consumo,12.36,2244026,-0.33
2024-02-01,ABEV3,Consumo,12.59,1570033,1.55
2024-02-02,ABEV3,Consumo,12.39,2544129,-0.08
2024-02-05,ABEV3,Consumo,12.4,5323578,0.03
2024-02-06,ABEV3,Consumo,12.43,4230429,0.24
2024-02-07,ABEV3,Consumo,12.44,5331861,0.33
2024-02-08,ABEV3,Consumo,12.4,4244231,0.03
2024-02-09,ABEV3,Consumo,12.42,1882601,0.15
2024-02-12,ABEV3,Consumo,12.36,2770685,-0.33
2024-02-13,ABEV3,Consumo,12.28,2213090,-0.99
2024-02-14,ABEV3,Consumo,12.52,6358400,0.96
2024-02-15,ABEV3,Consumo,12.55,1796957,1.21
2024-02-16,ABEV3,Consumo,12.4,5110709,0.02
2024-02-19,ABEV3,Consumo,12.53,5108809,1.07
2024-02-20,ABEV3,Consumo,12.57,8160451,1.36
2024-02-21,ABEV3,Consumo,12.72,2663513,2.56
2024-02-22,ABEV3,Consumo,12.57,4667625,1.38
2024-02-23,ABEV3,Consumo,12.35,10229905,-0.42
2024-02-26,ABEV3,Consumo,12.27,2400479,-1.06
2024-02-27,ABEV3,Consumo,12.48,1517355,0.61
2024-02-28,ABEV3,Consumo,12.6,1276962,1.65
2024-02-29,ABEV3,Consumo,12.77,4668535,3.0
2024-03-01,ABEV3,Consumo,12.66,1274959,2.1
2024-03-04,ABEV3,Consumo,12.44,2713745,0.35
2024-03-05,ABEV3,Consumo,12.16,4067977,-1.94
2024-03-06,ABEV3,Consumo,12.06,3586142,-2.76
2024-03-07,ABEV3,Consumo,12.31,4043909,-0.75
2024-03-08,ABEV3,Consumo,12.29,3653312,-0.85
2024-03-11,ABEV3,Consumo,12.15,6196114,-2.01
2024-03-12,ABEV3,Consumo,12.17,2030599,-1.86
2024-03-13,ABEV3,Consumo,12.16,2330288,-1.92
2024-03-14,ABEV3,Consumo,11.95,2221449,-3.66
2024-03-15,ABEV3,Consumo,12.03,4950979,-2.98
2024-03-18,ABEV3,Consumo,11.81,5127861,-4.75
2024-03-19,ABEV3,Consumo,11.9,4096373,-4.02
2024-03-20,ABEV3,Consumo,11.62,5907580,-6.32
2024-03-21,ABEV3,Consumo,11.72,1813881,-5.5
2024-03-22,ABEV3,Consumo,11.85,7524026,-4.46
2024-03-25,ABEV3,Consumo,12.02,7001390,-3.08
2024-03-26,ABEV3,Consumo,12.14,4722321,-2.11
2024-03-27,ABEV3,Consumo,12.01,7967644,-3.18
2024-03-28,ABEV3,Consumo,12.08,1427861,-2.62
2024-03-29,ABEV3,Consumo,12.04,2514981,-2.92
2024-04-01,ABEV3,Consumo,12.11,2263331,-2.34
2024-04-02,ABEV3,Consumo,12.41,4689045,0.1
2024-04-03,ABEV3,Consumo,12.27,1933668,-1.02
2024-04-04,ABEV3,Consumo,12.3,4774250,-0.8
2024-04-05,ABEV3,Consumo,12.27,6486723,-1.02
2024-04-08,ABEV3,Consumo,12.13,4627843,-2.16
2024-04-09,ABEV3,Consumo,12.05,3767324,-2.79
2024-04-10,ABEV3,Consumo,12.39,1994817,-0.09
2024-04-11,ABEV3,Consumo,12.35,2140552,-0.37
2024-04-12,ABEV3,Consumo,12.59,6106164,1.56
2024-04-15,ABEV3,Consumo,12.19,4826704,-1.67
2024-04-16,ABEV3,Consumo,12.08,3205857,-2.58
2024-04-17,ABEV3,Consumo,12.12,2652585,-2.23
2024-04-18,ABEV3,Consumo,11.87,1187185,-4.3
2024-04-19,ABEV3,Consumo,11.87,1913747,-4.27
2024-04-22,ABEV3,Consumo,11.48,8501129,-7.42
2024-04-23,ABEV3,Consumo,11.68,1723335,-5.82
2024-04-24,ABEV3,Consumo,11.82,3593869,-4.64
2024-04-25,ABEV3,Consumo,12.01,5409796,-3.11
2024-04-26,ABEV3,Consumo,12.1,1745477,-2.42
2024-04-29,ABEV3,Consumo,11.9,3585309,-4.0
2024-04-30,ABEV3,Consumo,11.91,5224960,-3.97
2024-05-01,ABEV3,Consumo,12.04,3289511,-2.89
2024-05-02,ABEV3,Consumo,12.11,13717754,-2.31
2024-05-03,ABEV3,Consumo,12.2,1419336,-1.62
2024-05-06,ABEV3,Consumo,12.35,5550309,-0.4
2024-05-07,ABEV3,Consumo,12.4,2998429,-0.01
2024-05-08,ABEV3,Consumo,12.32,4808809,-0.63
2024-05-09,ABEV3,Consumo,12.12,4076109,-2.24
2024-05-10,ABEV3,Consumo,12.07,2265762,-2.67
2024-05-13,ABEV3,Consumo,12.03,3665583,-2.96
2024-05-14,ABEV3,Consumo,11.73,1291157,-5.43
2024-05-15,ABEV3,Consumo,12.04,4419882,-2.9
2024-05-16,ABEV3,Consumo,12.25,3794560,-1.19
2024-05-17,ABEV3,Consumo,12.33,4498839,-0.6
2024-05-20,ABEV3,Consumo,12.31,5548616,-0.76
2024-05-21,ABEV3,Consumo,12.11,3928663,-2.37
2024-05-22,ABEV3,Consumo,11.94,3520257,-3.67
2024-05-23,ABEV3,Consumo,11.91,2104241,-3.92
